# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 47K of event 'cycles:u'
# Event count (approx.): 1956954042668
#
# Children      Self       Samples  Symbol                           IPC   [IPC Coverage]
# ........  ........  ............  ...............................  ....................
#
     0.00%     0.00%             0  [.] 0x4758733d9b241236           -      -            
     0.00%     0.00%             0  [.] 0x5eab23cca1e2f13c           -      -            
     0.00%     0.00%             0  [.] 0x8198479c0cadd0c1           -      -            
     0.00%     0.00%             0  [.] 0x0db3f08dd1e0ce21           -      -            
     0.00%     0.00%             0  [.] 0xd1442ee3d20b61e2           -      -            
     0.00%     0.00%             0  [.] 0xdc9daa11c5a541da           -      -            
     0.00%     0.00%             0  [.] 0xdabe94356029a8f6           -      -            
     0.00%     0.00%             0  [.] 0xee909f0d485b6ae8           -      -            
     0.00%     0.00%             0  [.] 0x160c3b43c68c3a65           -      -            
     0.00%     0.00%             0  [.] 0xb55f46c86b8550ef           -      -            
     0.00%     0.00%             0  [.] 0xb187ca2477b6713f           -      -            
     0.00%     0.00%             0  [.] 0x4131b2e914746cb9           -      -            
     0.00%     0.00%             0  [.] 0x75b073c315dcf6fa           -      -            
     0.00%     0.00%             0  [.] 0xeaaa818868a04d3c           -      -            
     0.00%     0.00%             0  [.] 0x49f6572865c84619           -      -            
     0.00%     0.00%             0  [.] 0x4bdc4e7ad434ac1e           -      -            
     0.00%     0.00%             0  [.] 0xf7eb7937f3497b13           -      -            
     0.00%     0.00%             0  [.] 0x1dd720e306919f80           -      -            
     0.00%     0.00%             0  [.] 0x981ac0af866d5d25           -      -            
     0.00%     0.00%             0  [.] 0x9f658fa3b795c27e           -      -            
     0.00%     0.00%             0  [.] 0xdd82c38b98bab225           -      -            
     0.00%     0.00%             0  [.] 0x734ca352824a7ba6           -      -            
     0.00%     0.00%             0  [.] 0x393ce7aeba314196           -      -            
     0.00%     0.00%             0  [.] 0x00154284bc6aa514           -      -            
     0.00%     0.00%             0  [.] 0x2f0da302158dc07d           -      -            
     0.00%     0.00%             0  [.] 0x8b611cc600b66133           -      -            
     0.00%     0.00%             0  [.] 0x04aaff2ae49b343d           -      -            
     0.00%     0.00%             0  [.] 0x435344ccf82a33be           -      -            
     0.00%     0.00%             0  [.] 0x2adf3ec9d33915a7           -      -            
     0.00%     0.00%             0  [.] 0x347f7870024dc908           -      -            
     0.00%     0.00%             0  [.] 0x0abfc1614b8dde27           -      -            
     0.00%     0.00%             0  [.] 0x6f7e142b744d4f92           -      -            
     0.00%     0.00%             0  [.] 0x09de77d157057941           -      -            
     0.00%     0.00%             0  [.] 0x772bb4aa8c4d8161           -      -            
     0.00%     0.00%             0  [.] 0xee4a29ad43e5cc15           -      -            
     0.00%     0.00%             0  [.] 0xefe2ca273d5985c7           -      -            
     0.00%     0.00%             0  [.] 0x0445fec4c2d3398d           -      -            
     0.00%     0.00%             0  [.] 0xe9a6831efd09fdac           -      -            
     0.00%     0.00%             0  [.] 0x8c6de8e330663b74           -      -            
     0.00%     0.00%             0  [.] 0xf20c2003556291cc           -      -            
     0.00%     0.00%             0  [.] 0x8b05af8bacbfe532           -      -            
     0.00%     0.00%             0  [.] 0xc055d07f9c8ad964           -      -            
     0.00%     0.00%             0  [.] 0x075a87ca7a350b79           -      -            
     0.00%     0.00%             0  [.] 0xa8a0200bbdb08196           -      -            
     0.00%     0.00%             0  [.] 0xfea94a4f2578b46d           -      -            
     0.00%     0.00%             0  [.] 0xa897275baae1fae8           -      -            
     0.00%     0.00%             0  [.] 0x403aa185d1628525           -      -            
     0.00%     0.00%             0  [.] 0x051f236dafe2018a           -      -            
     0.00%     0.00%             0  [.] 0x24751fcdfd878b94           -      -            
     0.00%     0.00%             0  [.] 0x6b613b6f6e74c9b6           -      -            
     0.00%     0.00%             0  [.] 0x38e53cd07de19a28           -      -            
     0.00%     0.00%             0  [.] 0x4f36e2cda17106e8           -      -            
     0.00%     0.00%             0  [.] 0xeaa9c318c57a4e25           -      -            
     0.00%     0.00%             0  [.] 0x6b1a471d123955fb           -      -            
     0.00%     0.00%             0  [.] 0xa425330378062f38           -      -            
     0.00%     0.00%             0  [.] 0x5177ea5194e4fca5           -      -            
     0.00%     0.00%             0  [.] 0x891bd3c56c3e37bf           -      -            
     0.00%     0.00%             0  [.] 0x44657dfbf59ba4cb           -      -            
     0.00%     0.00%             0  [.] 0x61277ca1920db416           -      -            
     0.00%     0.00%             0  [.] 0xc48c48bc9eaefd5d           -      -            
     0.00%     0.00%             0  [.] 0xdbdb1ff3b05e9865           -      -            
     0.00%     0.00%             0  [.] 0x0c111b5fdb104022           -      -            
     0.00%     0.00%             0  [.] 0x62bce2724adc99cb           -      -            
     0.00%     0.00%             0  [.] 0xd6bd051c7e2ad187           -      -            
     0.00%     0.00%             0  [.] 0x10c3c73fa3dd1abc           -      -            
     0.00%     0.00%             0  [.] 0xc7cae821f9d9e3a2           -      -            
     0.00%     0.00%             0  [.] 0xaf16be446713dc78           -      -            
     0.00%     0.00%             0  [.] 0x262ebc74ab82d092           -      -            
     0.00%     0.00%             0  [.] 0x524b862f97fabc2e           -      -            
     0.00%     0.00%             0  [.] 0x9783b17145db78ef           -      -            
     0.00%     0.00%             0  [.] 0x45e41b71ec94b4ad           -      -            
     0.00%     0.00%             0  [.] 0x06c5841ca628b2ce           -      -            
     0.00%     0.00%             0  [.] 0x02d2dd556161e298           -      -            
     0.00%     0.00%             0  [.] 0xe3ccc5a0e5103c5a           -      -            
     0.00%     0.00%             0  [.] 0xf2385c0ee672ad3c           -      -            
     0.00%     0.00%             0  [.] 0x760e683773738f74           -      -            
     0.00%     0.00%             0  [.] 0xac0e5759c619c821           -      -            
     0.00%     0.00%             0  [.] 0xf3561cf086ccd2a5           -      -            
     0.00%     0.00%             0  [.] 0x93231d29b8ee8be0           -      -            
     0.00%     0.00%             0  [.] 0x29baf625b65cbf13           -      -            
     0.00%     0.00%             0  [.] 0x382d6faf6f907db2           -      -            
     0.00%     0.00%             0  [.] 0xb05bf2767d3dd550           -      -            
     0.00%     0.00%             0  [.] 0x0eaa000bb7a95424           -      -            
     0.00%     0.00%             0  [.] 0x70c8c9a8d860de12           -      -            
     0.00%     0.00%             0  [.] 0xaaa31939fe801c24           -      -            
     0.00%     0.00%             0  [.] 0x4f0d04e4e3810cd4           -      -            
     0.00%     0.00%             0  [.] 0xa96e0f0ca00fd770           -      -            
     0.00%     0.00%             0  [.] 0x95d607b4f2c62158           -      -            
     0.00%     0.00%             0  [.] 0x7a66d4f9d0bc3061           -      -            
     0.00%     0.00%             0  [.] 0x9c322d1bdece6cdf           -      -            
     0.00%     0.00%             0  [.] 0xd745ebe94115bea3           -      -            
     0.00%     0.00%             0  [.] 0x154e627b0329adb0           -      -            
     0.00%     0.00%             0  [.] 0x338956eeb239567d           -      -            
     0.00%     0.00%             0  [.] 0x34acd0dc8520d402           -      -            
     0.00%     0.00%             0  [.] 0x00e73a3960fd4f80           -      -            
     0.00%     0.00%             0  [.] 0x5eb50c26f038f0b2           -      -            
     0.00%     0.00%             0  [.] 0xfcc4e2f1509f6fc4           -      -            
     0.00%     0.00%             0  [.] 0xfdbf1631a8422ee4           -      -            
     0.00%     0.00%             0  [.] 0xa296ceb873a33aae           -      -            
     0.00%     0.00%             0  [.] 0x028d5b1fa6577abb           -      -            
     0.00%     0.00%             0  [.] 0x21c529a3e0df8f92           -      -            
     0.00%     0.00%             0  [.] 0xb5e1f8ab964d0dd7           -      -            
     0.00%     0.00%             0  [.] 0xc8934862f9e66eba           -      -            
     0.00%     0.00%             0  [.] 0x70225d82e99354d5           -      -            
     0.00%     0.00%             0  [.] 0x6251b6edcfd32c1f           -      -            
     0.00%     0.00%             0  [.] 0x53d73703b8d0ef86           -      -            
     0.00%     0.00%             0  [.] 0x87f7ed0b3ce0c8e1           -      -            
     0.00%     0.00%             0  [.] 0xf8f60839d865c75d           -      -            
     0.00%     0.00%             0  [.] 0xfe57c83e915883b9           -      -            
     0.00%     0.00%             0  [.] 0x1c932914f7757264           -      -            
     0.00%     0.00%             0  [.] 0xa0470ba4283b1468           -      -            
